	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627
	M. africanum1	M. africanum1	M. africanum1	M. africanum2	M. africanum2	M. africanum2	M. gallinarum	M. gallinarum	M. gallinarum	M. marinum	M. marinum	M. marinum	M. xenopi	M. xenopi	M. xenopi	M. szulgai	M. szulgai	M. szulgai	M. scrofulaceum	M. scrofulaceum	M. scrofulaceum	M. bovis	M. bovis	M. bovis	M. kansasii	M. kansasii	M. kansasii	M. avium	M. avium	M. avium	M. flavescence	M. flavescence	M. flavescence	BCG35740	BCG35740	BCG35740	M. rhodesiae	M. rhodesiae	M. rhodesiae	M. phlei	M. phlei	M. phlei	M. chelonae	M. chelonae	M. chelonae	M. brandae	M. brandae	M. brandae	11152	11152	11152	M. lacus	M. lacus	M. lacus	M. simiae	M. simiae	M. simiae	M. africanum3	M. africanum3	M. microti	M. microti	M. microti	M. fortuitum	M. fortuitum	M. fortuitum	10460	10460	10460	15987	15987	15987	NTC	NTC	NTC
Temperature (¡C)	M. africanum	M. africanum	M. africanum	M. africanum	M. africanum	M. africanum	M. gallinarum	M. gallinarum	M. gallinarum	M. marinum	M. marinum	M. marinum	M. xenopi	M. xenopi	M. xenopi	M. szulgai	M. szulgai	M. szulgai	M. scrofulaceum	M. scrofulaceum	M. scrofulaceum	M. bovis	M. bovis	M. bovis	M. kansasii	M. kansasii	M. kansasii	M. avium	M. avium	M. avium	M. flavescence	M. flavescence	M. flavescence	M. bovis	M. bovis	M. bovis	M. rhodesiae	M. rhodesiae	M. rhodesiae	M. phlei	M. phlei	M. phlei	M. chelonae	M. chelonae	M. chelonae	M. brandae	M. brandae	M. brandae	M. microti	M. microti	M. microti	M. lacus	M. lacus	M. lacus	M. simiae	M. simiae	M. simiae	M. africanum	M. africanum	M. microti	M. microti	M. microti	M. fortuitum	M. fortuitum	M. fortuitum	M. tuberculosis	M. tuberculosis	M. tuberculosis	M. tuberculosis	M. tuberculosis	M. tuberculosis	NTC	NTC	NTC
71.7	6417.77778	6753.22222	6661.11111	6610.11111	6457.44444	6723.88889	4874	6551	6836.88889	5601.44444	6530.55556	6498	6907.22222	7075.77778	6976.66667	6591.44444	6096.88889	5990.11111	5785.66667	6113.66667	6359.55556	6553.55556	7006.11111	6636.55556	6116.55556	6123.33333	6180.22222	5814.44444	6017.55556	5228.88889	6537.44444	6454.77778	6824.44444	6315.66667	5949.44444	6095.44444	6258.11111	6339.44444	6900.88889	6875.33333	6574.77778	6853.55556	5903.44444	6257.55556	6312	6215.77778	5713.55556	6712	6403.33333	6325.44444	5994.88889	5922.33333	6189	6219.44444	5874.55556	6370	6462.77778	6381	6327.77778	6186.77778	6160.88889	6721.77778	6494.33333	6463.77778	6752.33333	5793.11111	5489.66667	6078.44444	6521	6839.22222	6500.77778	5831.55556	6359.55556	6623.33333
72.7	6417.44444	6729.55556	6652.33333	6599.44444	6446.33333	6713.88889	4858.66667	6582.77778	6849.88889	5584.22222	6545.33333	6515.44444	6924.55556	7105.66667	6969.22222	6602	6106.33333	5992.44444	5794.22222	6131.22222	6374.66667	6541	6994.11111	6618.44444	6138.77778	6135.66667	6203.55556	5831.33333	6031.88889	5253.66667	6571.22222	6470.22222	6844.77778	6306.11111	5936.33333	6074.77778	6268.66667	6362.66667	6919.44444	6922	6601.44444	6899.33333	5919.77778	6260	6331.55556	6237.44444	5744.11111	6765.55556	6420.22222	6315	5988.33333	5945.22222	6205.22222	6249	5902.11111	6398.33333	6509.44444	6359.33333	6315.77778	6165.77778	6145.33333	6709.22222	6499.33333	6470	6776.11111	5777.66667	5475.11111	6061.77778	6501.44444	6817.77778	6485.66667	5837.33333	6369.55556	6634.11111
73.7	6423.33333	6711.44444	6663.66667	6604.77778	6454.66667	6719.22222	4840	6620.55556	6861.44444	5567.44444	6570.33333	6538.88889	6947.55556	7138	6963.55556	6613.22222	6108.88889	5985.11111	5809.66667	6155.55556	6386.44444	6542.22222	6990.22222	6611.22222	6155.22222	6141.55556	6220.88889	5853.66667	6049	5280.44444	6597.33333	6487.66667	6864.22222	6304.55556	5935.88889	6069.11111	6284.77778	6392.66667	6925.55556	6966.11111	6626.44444	6944.11111	5945.11111	6271.66667	6354.11111	6268.55556	5775	6808.77778	6442.66667	6307.88889	5994.66667	5968.22222	6230.66667	6278.33333	5940.88889	6424.22222	6557.88889	6340.22222	6310.33333	6153.44444	6155.22222	6710.44444	6507.55556	6474.22222	6803.55556	5764.44444	5471.55556	6056.88889	6499.88889	6814.88889	6479.33333	5849.88889	6381.77778	6639.44444
74.7	6439.11111	6712.44444	6677.88889	6603.33333	6465.55556	6728.55556	4819.88889	6649.33333	6883.55556	5556.22222	6599.77778	6553.44444	6973.77778	7162.11111	6960.55556	6629.66667	6122.77778	5988.88889	5824.77778	6170	6399.77778	6543.66667	6995.55556	6624.77778	6177.33333	6159.22222	6241.55556	5865.55556	6064.22222	5303.55556	6629.11111	6509.88889	6901.44444	6320.88889	5940.11111	6055.22222	6300.33333	6408.33333	6938.22222	7025.33333	6665.11111	6982	5969.66667	6278.33333	6375.33333	6292.66667	5807.66667	6861.77778	6475.11111	6321.66667	6010.11111	5980.77778	6247.55556	6298.11111	5985.22222	6442.22222	6602.33333	6340.77778	6310.22222	6144.33333	6154.88889	6717.88889	6528.88889	6496.22222	6838.66667	5763.88889	5470.88889	6061.88889	6494.44444	6820.77778	6488.55556	5851.55556	6394.11111	6652.33333
75.7	6447.22222	6716.77778	6690.88889	6613	6497.44444	6747	4793.44444	6690.33333	6896.77778	5543.55556	6625.11111	6584.22222	7017.44444	7203.22222	6954.77778	6650.44444	6137.77778	5983.33333	5843.33333	6196.22222	6421.66667	6563.22222	7009.55556	6643.66667	6202	6170.88889	6265.88889	5886	6088.66667	5340.44444	6655.66667	6538.33333	6941.22222	6340.44444	5957.88889	6058.44444	6321.22222	6432.11111	6941.88889	7055.44444	6705.22222	7006.22222	5998.33333	6295.88889	6409	6326.77778	5835.11111	6903.22222	6491.11111	6340.44444	6029.22222	6003	6270.77778	6326	6016.77778	6454.33333	6635.88889	6344.11111	6309	6149.22222	6175.88889	6742.77778	6546.33333	6521.22222	6880.22222	5765.66667	5481.22222	6071.55556	6511.44444	6844	6507.22222	5866.88889	6413	6671.55556
76.7	6456.22222	6732.33333	6703.88889	6617.66667	6516	6759.77778	4772.55556	6731.66667	6918.77778	5539.22222	6652.33333	6620.11111	7042.22222	7234.44444	6941.55556	6674.88889	6163.44444	5977.33333	5865.11111	6214.77778	6439.88889	6578.11111	7021.33333	6661.22222	6235.55556	6191.11111	6291.66667	5908.44444	6109.11111	5371	6686.55556	6574.88889	6991.55556	6370.77778	5986.22222	6061.66667	6325.11111	6447.22222	6955.77778	7070.44444	6750.11111	7009.55556	6025	6307.77778	6432	6346.88889	5864.55556	6926.44444	6496.33333	6369.55556	6042.55556	6030.66667	6282.11111	6343.55556	6041.77778	6454.66667	6642.55556	6356.55556	6309.44444	6152.33333	6187.44444	6758.66667	6571.33333	6554	6926.77778	5782	5491.11111	6088.66667	6520.22222	6856.44444	6527.44444	5877	6426.44444	6693.55556
77.7	6442.77778	6734.11111	6715.88889	6625.33333	6532	6779.77778	4750	6758.11111	6935	5520.77778	6670.44444	6659.44444	7061	7260	6930.88889	6699.11111	6173.33333	5958.77778	5881.77778	6239.22222	6460.11111	6609.22222	7012.88889	6660.33333	6267.88889	6192.66667	6305.33333	5926	6134.55556	5403.66667	6709.22222	6604.22222	7037.33333	6392.11111	6013	6076.44444	6329.88889	6466.88889	6960.66667	7034.77778	6772.77778	6981.66667	6045.11111	6318.44444	6456.11111	6364.11111	5896.11111	6899.44444	6465.55556	6388.55556	6054	6066	6302.66667	6362	6048.44444	6460.33333	6616.44444	6353.77778	6299.44444	6155.66667	6213.44444	6773.66667	6588.11111	6581.11111	6964.77778	5793.33333	5507.44444	6104.88889	6544.22222	6860.22222	6539.55556	5889.55556	6444.55556	6702.55556
78.7	6416.44444	6741.22222	6734	6639.44444	6546.55556	6816.55556	4733.11111	6746.88889	6948.77778	5510	6694.77778	6706.22222	7073.44444	7291.33333	6923.88889	6740.22222	6198.88889	5946.77778	5912.77778	6265.33333	6485.11111	6650.88889	6985.77778	6654.66667	6302.55556	6196.88889	6328	5942.22222	6167.44444	5440.66667	6711.55556	6637	7090.66667	6419.44444	6043.77778	6103.55556	6335.66667	6490.11111	6973.66667	6982.33333	6782.66667	6935.33333	6062.44444	6324.44444	6455.22222	6387.88889	5926.55556	6846.55556	6422.22222	6407.11111	6066.55556	6104.66667	6335.11111	6380.22222	6050.22222	6469.55556	6568.55556	6345.22222	6292.33333	6167.44444	6243.66667	6776.66667	6608.33333	6606.88889	6982.44444	5814.66667	5530.55556	6132.44444	6571	6858.33333	6545.66667	5904.66667	6464.66667	6724.22222
79.7	6366.33333	6733.66667	6741.44444	6651.11111	6554.66667	6853.88889	4706.88889	6720	6926.22222	5491.22222	6708.88889	6741.55556	7070.44444	7310.22222	6916.77778	6785.22222	6230.88889	5934.44444	5936.11111	6294.33333	6509.22222	6684	6938.44444	6625.55556	6325.22222	6194.11111	6348.77778	5954.77778	6210.33333	5484.44444	6680.77778	6645.77778	7122.77778	6422.66667	6057.11111	6134.55556	6347.88889	6508.88889	6975.55556	6918.88889	6767.88889	6884	6077.33333	6325.88889	6437.11111	6402.55556	5949.11111	6779.33333	6364.88889	6416	6086.11111	6136.44444	6376.77778	6389.22222	6028.88889	6478.77778	6511.77778	6335.66667	6285.88889	6182	6272	6766	6623.55556	6633.55556	6957	5838	5557.66667	6147.88889	6591	6841.88889	6546.77778	5915.88889	6475.66667	6737.22222
80.7	6305.33333	6709.22222	6726.77778	6638.77778	6542	6865.22222	4677.55556	6684.66667	6874.44444	5479.77778	6699.88889	6757.88889	7042.11111	7310.66667	6900.88889	6815.66667	6275	5912.11111	5953.66667	6311.55556	6524.66667	6693.66667	6885.33333	6576.88889	6332.66667	6196	6370.22222	5976	6251.88889	5529.66667	6619.77778	6643.55556	7112.44444	6406.33333	6057.44444	6178.22222	6338.77778	6507.55556	6958	6856.22222	6723.55556	6820.11111	6070.55556	6335.33333	6388.66667	6410.77778	5946.33333	6713.77778	6306.44444	6413.77778	6095.66667	6152.88889	6418.11111	6386.88889	5992	6475.55556	6452.77778	6318.11111	6271.44444	6211	6291.77778	6741.33333	6635.55556	6652	6906.55556	5855.55556	5598	6166.55556	6617.55556	6807.55556	6544.55556	5941.33333	6486.88889	6754.55556
81.56667	6247.66667	6659.44444	6677	6593.44444	6493.33333	6832	4642.88889	6627.55556	6804	5457.33333	6659.33333	6723.66667	6969.44444	7258.77778	6871.22222	6812.22222	6295	5880.33333	5956.11111	6297.22222	6505.55556	6665.33333	6816.77778	6507	6307.66667	6181.77778	6365.88889	5980.77778	6260	5546.55556	6553.88889	6603.33333	7062.77778	6349.22222	6027.55556	6190.88889	6302.33333	6472.55556	6907.88889	6792.77778	6654.77778	6750.88889	6039.11111	6330.88889	6323.44444	6375.88889	5923.33333	6641.55556	6246.44444	6393	6073.33333	6130.44444	6414.88889	6344.88889	5937.33333	6443.22222	6388.66667	6278	6247.55556	6233.11111	6268.33333	6697.22222	6643.77778	6667.33333	6830.44444	5862.11111	5630.33333	6159.88889	6621.33333	6747.66667	6510.88889	5954	6486.11111	6760.66667
82.7	6186.55556	6606.55556	6621.33333	6536.44444	6431	6778.22222	4607.55556	6557	6730.88889	5441.55556	6603.77778	6668.88889	6887.22222	7191.66667	6836.22222	6771.22222	6292.88889	5842.77778	5949.11111	6260.33333	6460.77778	6621	6747.88889	6436.44444	6262.11111	6167.88889	6346	5969	6232.44444	5542.88889	6485.77778	6553.55556	6988.77778	6295.55556	5986.77778	6197.77778	6243.88889	6419.44444	6849.66667	6723	6588.33333	6675.11111	5989.88889	6312.88889	6256.11111	6326.55556	5892.44444	6573.11111	6185.44444	6365.66667	6026.88889	6084.88889	6378.55556	6295.88889	5877.66667	6390.44444	6324.77778	6223.88889	6206	6249.22222	6229.11111	6648.77778	6631.11111	6666.22222	6767.66667	5860.66667	5651.88889	6134.77778	6616	6683.66667	6468.66667	5970.22222	6489.55556	6765.66667
83.7	6137.11111	6551.88889	6558.33333	6474.33333	6364.77778	6711.55556	4575.55556	6477.77778	6660.77778	5421.11111	6541.77778	6599.55556	6793.11111	7108.77778	6785.55556	6710.33333	6253.66667	5812.66667	5920.11111	6199.33333	6391.77778	6553.55556	6670.88889	6373.88889	6200.33333	6129.88889	6301.88889	5932.33333	6174.66667	5508.33333	6423	6487.33333	6922	6229.66667	5938.11111	6168.22222	6177	6348.88889	6778.77778	6654.66667	6524.77778	6613	5934.77778	6273.22222	6184.22222	6255.55556	5859	6509.66667	6131.55556	6314.66667	5967.77778	6019.88889	6305.33333	6222.22222	5818.44444	6326	6258.55556	6162.22222	6162	6236.77778	6157.77778	6585.77778	6599.66667	6635.66667	6698.11111	5848.11111	5636.77778	6081.33333	6560.88889	6615.44444	6404.88889	5962.44444	6471.88889	6741.77778
84.7	6076.44444	6489.88889	6498.44444	6411.33333	6302.22222	6650.44444	4540.66667	6416.77778	6589	5399.88889	6481.44444	6526.77778	6712.11111	7034	6732.22222	6632.44444	6197	5774.44444	5864	6136.88889	6328.88889	6485.22222	6605.11111	6311	6138.55556	6084	6243.11111	5879.88889	6112.44444	5476.55556	6348.33333	6426.44444	6846.22222	6171	5882.66667	6129.55556	6114.22222	6282.66667	6712.11111	6579.22222	6464.77778	6549.55556	5884.88889	6222.44444	6121.22222	6190.66667	5828.66667	6446.66667	6074.22222	6257.22222	5916.88889	5960	6243.66667	6162.33333	5758.88889	6266.11111	6195.22222	6105.88889	6100.11111	6201.55556	6092.55556	6525.77778	6545.11111	6581.44444	6634.77778	5808.66667	5599.22222	6017	6500	6548	6347.44444	5949	6443.66667	6696.44444
85.63333	6013.66667	6414.11111	6433.66667	6339	6236.33333	6573.11111	4505.44444	6347.44444	6515.44444	5368.11111	6408.44444	6455.33333	6630.33333	6944.33333	6669.33333	6548.77778	6122.33333	5732.22222	5789.88889	6073.66667	6255	6407.88889	6523	6239.77778	6068.77778	6016.33333	6172.22222	5822.77778	6043.22222	5432.88889	6275.66667	6352	6767.22222	6101.44444	5819.66667	6070.55556	6044	6207.33333	6632.55556	6505.33333	6391.77778	6477.66667	5820.22222	6168.88889	6050.88889	6118.44444	5781.22222	6373.33333	6011	6183.55556	5856.77778	5899.11111	6168.77778	6088	5695.33333	6197.44444	6124	6035.55556	6027.55556	6140.33333	6021.55556	6459.88889	6477.88889	6504	6554.33333	5742.22222	5544.66667	5947.44444	6419.66667	6475.88889	6269.66667	5911.77778	6388.11111	6617.44444
86.7	5942	6335.44444	6361.22222	6266.88889	6170.88889	6501.44444	4464.11111	6266.88889	6431.22222	5327.88889	6329.55556	6372.33333	6552	6864.88889	6595.11111	6458.66667	6045.88889	5684.33333	5720.22222	6009.33333	6189.88889	6340.22222	6446	6158.22222	5994.33333	5942.22222	6100	5753	5980.11111	5400.44444	6200.33333	6276	6677.77778	6033.44444	5750.22222	6003.11111	5981.11111	6142.88889	6548.11111	6418.11111	6313.22222	6402	5754.66667	6099.33333	5988	6048.77778	5730.88889	6286.88889	5937.55556	6112.66667	5789.44444	5835.22222	6103.55556	6023.55556	5626.22222	6119.55556	6052.11111	5964	5946.88889	6071.44444	5957.88889	6390.88889	6399	6429.44444	6470	5667.22222	5484.22222	5880.77778	6351	6400	6189.55556	5865.44444	6319.33333	6548.44444
87.7	5877.88889	6259	6288.66667	6193.55556	6093.22222	6419.55556	4420.44444	6191.33333	6348.33333	5281.66667	6249.77778	6286.77778	6462.11111	6774.55556	6521.66667	6374.77778	5961.33333	5637.55556	5662.55556	5934.44444	6110	6256.77778	6363.55556	6079.88889	5925	5865.44444	6034	5683.88889	5906.66667	5359.11111	6138.22222	6198.77778	6592.11111	5956.66667	5684	5923.88889	5902.11111	6069.66667	6464.33333	6338.11111	6233.88889	6324.11111	5683.55556	6030.55556	5912.55556	5975.44444	5680.22222	6206	5865.55556	6035.11111	5709.77778	5766	6024.22222	5953.77778	5554.33333	6040.55556	5971.11111	5887.33333	5865.55556	5997.44444	5889.33333	6319.66667	6320.88889	6343.88889	6385.22222	5606.77778	5419.55556	5814.77778	6271	6321.44444	6107.11111	5796.55556	6220.44444	6461.77778
88.63333	5808.22222	6173.88889	6198.55556	6106.44444	6004.66667	6329.44444	4375.77778	6119.22222	6254.44444	5229.44444	6160.55556	6189.77778	6361	6674.33333	6432.33333	6279.44444	5867.88889	5577.55556	5598.77778	5849.88889	6032.66667	6154.22222	6270.11111	5986.22222	5845.88889	5781.77778	5962.11111	5610.66667	5824.33333	5320.33333	6063.11111	6121.22222	6498.88889	5860.55556	5603.11111	5825.88889	5820.33333	5985.22222	6370.44444	6252.22222	6151.55556	6237.88889	5609.66667	5944.66667	5830	5901.33333	5636.22222	6127.88889	5789	5949.11111	5629.33333	5686.55556	5950.11111	5878.66667	5472.55556	5952.77778	5884.55556	5797.44444	5776.77778	5908.88889	5799	6226	6226	6246.22222	6287.11111	5539.33333	5346.88889	5735	6183.77778	6233.22222	6022.66667	5659.66667	6043	6309.66667
89.56667	5773.33333	6126.66667	6154.66667	6064.83333	5956.66667	6283	4351	6091.66667	6208.5	5199.83333	6117.16667	6142.66667	6312.16667	6621	6392	6231	5815.83333	5546.33333	5567.83333	5806.66667	5990	6097.66667	6221.33333	5939.33333	5808	5738.83333	5927.66667	5578.66667	5777.83333	5299.66667	6024.83333	6079.5	6449.5	5807	5564.33333	5777	5774.16667	5942.66667	6324.83333	6211.33333	6107.5	6189.83333	5574.33333	5909	5784.5	5864.66667	5615.5	6091.83333	5751.16667	5902.66667	5585.83333	5651.33333	5910.16667	5843	5430.66667	5912.33333	5837.66667	5745.83333	5731.83333	5866.66667	5754.83333	6180.33333	6179.83333	6191	6235.66667	5510	5313.33333	5695.33333	6142.16667	6186.66667	5977.16667	5586.33333	5940.33333	6221.5
